,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,status,superkingdom,phylum,class,order,family,genus,species,strain,sample_id
46R_Day7_17_S324_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061934,5061093,5048890,5040334,5040334,5011504,7,5011504,5061093,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.964,1.000,0.00,0.24,0.00,0 + 0 part,5011208,5060797,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_17_S324_L002.fasta
46R_Day7_18_S332_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062050,5061325,5059665,5044601,5044601,5011504,5,5011504,5061325,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.969,1.000,0.00,0.34,0.00,0 + 0 part,5011208,5061029,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_18_S332_L002.fasta
46R_Day7_19_S340_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.978,1.000,0.00,0.12,0.00,0 + 0 part,5011208,5061460,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_19_S340_L002.fasta
46R_Day7_1_S291_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,67,33,26,21,17,12,5020869,5010723,4991840,4956440,4887841,4709659,37,1185431,5013543,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,99.025,1.000,0.00,0.08,0.00,0 + 0 part,1185431,5013247,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_1_S291_L002.fasta
46R_Day7_20_S348_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,62,31,25,21,17,12,5020991,5011256,4995680,4967451,4898852,4720670,35,1185431,5014076,5062596,50.57,50.60,396565,396565,351212,351212,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,99.036,1.000,0.00,0.18,0.00,0 + 0 part,1185431,5013780,396565,396565,351212,351212,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_20_S348_L002.fasta
46R_Day7_21_S356_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,62,31,25,21,17,12,5020881,5011157,4995581,4967351,4898752,4720570,35,1185430,5013977,5062596,50.57,50.60,396466,396466,351212,351212,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,99.034,1.000,0.00,0.04,0.02,0 + 0 part,1185430,5013681,396466,396466,351212,351212,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_21_S356_L002.fasta
46R_Day7_22_S364_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,59,29,23,19,17,11,5021236,5011717,4996141,4967911,4940407,4720900,33,1185431,5014537,5062596,50.57,50.60,747198,747198,358910,358910,3,3,6,6,0,0,0,1,0,0,0,0 + 0 part,0,99.045,1.000,0.00,0.10,0.00,0 + 0 part,1185431,5014241,746902,746902,358910,358910,3,3,6,6,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_22_S364_L002.fasta
46R_Day7_23_S372_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,64,33,26,21,17,12,5020234,5010659,4991776,4956440,4887891,4709709,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,99.024,1.000,0.00,0.08,0.00,0 + 0 part,1185431,5013183,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_23_S372_L002.fasta
46R_Day7_24_S380_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062184,5061764,5060104,5051548,5051548,5011512,4,5011512,5061764,5062596,50.60,50.60,5011512,5011512,5011512,5011512,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.978,1.000,0.00,0.08,0.02,0 + 0 part,5011216,5061468,5011216,5011216,5011216,5011216,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_24_S380_L002.fasta
46R_Day7_2_S299_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,62,31,25,21,17,12,5020991,5011257,4995681,4967451,4898852,4720670,35,1185431,5014077,5062596,50.57,50.60,396565,396565,351212,351212,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,99.036,1.000,0.00,0.08,0.00,0 + 0 part,1185431,5013781,396565,396565,351212,351212,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_2_S299_L002.fasta
46R_Day7_3_S307_L002,Bacteria,5449,104,58,1,103,0,0,0,0,98.28,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa,98,52,43,39,33,30,7030948,7015530,6995706,6966931,6852185,6716746,62,590926,7022510,5062596,66.09,50.60,276400,425722,138114,263483,8,5,17,9,0,0,0,0,0,0,2,59 + 3 part,7021895,0.011,1.143,0.00,2788.10,0.00,0 + 0 part,314,615,-,-,-,-,-,-,-,-,found,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,46R_Day7_3_S307_L002.fasta
46R_Day7_4_S315_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020660,5010659,4991776,4956440,4887841,4709659,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,99.024,1.000,0.00,0.06,0.00,0 + 0 part,1185431,5013183,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_4_S315_L002.fasta
46R_Day7_5_S323_L002,Bacteria,5449,104,58,1,103,0,0,0,0,98.28,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa,168,77,53,50,43,35,7021450,6992339,6951680,6934103,6816805,6540515,93,684396,7005152,5062596,66.10,50.60,241048,341804,114376,227627,9,5,20,10,0,0,0,0,0,0,2,91 + 2 part,7004614,0.011,1.000,0.00,2788.10,0.00,0 + 0 part,314,538,-,-,-,-,-,-,-,-,found,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,46R_Day7_5_S323_L002.fasta
46R_Day7_6_S331_L002,Bacteria,5449,104,58,1,103,0,0,0,0,98.28,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_aeruginosa,97,47,38,36,31,29,7032397,7014797,6990615,6972426,6873025,6785264,60,590926,7023756,5062596,66.09,50.60,326573,425722,200526,279604,8,5,15,9,0,0,0,0,0,0,2,56 + 3 part,7022722,0.012,1.687,0.00,2120.72,0.00,0 + 0 part,169,613,-,-,-,-,-,-,-,-,found,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,,46R_Day7_6_S331_L002.fasta
46R_Day7_7_S339_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.978,1.000,0.00,0.16,0.00,0 + 0 part,5011208,5061460,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_7_S339_L002.fasta
46R_Day7_8_S347_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061934,5061093,5048890,5040334,5040334,5011504,7,5011504,5061093,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.964,1.000,0.00,0.36,0.00,0 + 0 part,5011208,5060797,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_8_S347_L002.fasta
46R_Day7_9_S355_L002,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.978,1.000,0.00,0.12,0.00,0 + 0 part,5011208,5061460,5011208,5011208,5011208,5011208,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Day7_9_S355_L002.fasta
46R_Month1_10_S1887,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,18,18,9,5,2,1,5167517,5167517,5143152,5111903,5049979,5010248,18,5010248,5167517,5062596,50.54,50.60,5010248,5010248,5010248,5010248,1,1,1,1,3,3,35234,8,0,0,0,0 + 0 part,0,99.913,1.022,0.00,4.73,1.03,0 + 0 part,5009410,5166445,5009410,5009410,5009410,5009410,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_10_S1887.fasta
46R_Month1_11_S1895,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,10,8,7,5,4,5214063,5213768,5204814,5196258,5174014,5134283,10,4817833,5213768,5062596,50.54,50.60,4817833,4817833,4817833,4817833,1,1,1,1,2,2,266025,7,0,0,0,0 + 0 part,0,99.815,1.032,0.00,1.88,0.34,0 + 0 part,4817036,5212926,4817036,4817036,4817036,4817036,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_11_S1895.fasta
46R_Month1_12_S19,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,62,31,24,19,17,11,5020928,5011242,4992359,4956959,4929455,4709948,35,1185430,5014062,5062596,50.57,50.60,747198,747198,358910,358910,3,3,6,6,0,0,0,0,0,0,0,0 + 0 part,0,99.04,1.000,0.00,0.10,0.04,0 + 0 part,1185430,5014062,747198,747198,358910,358910,3,3,6,6,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_12_S19.fasta
46R_Month1_14_S1824,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5060853,5060433,5058773,5050217,5050217,5010181,4,5010181,5060433,5062596,50.60,50.60,5010181,5010181,5010181,5010181,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.957,1.000,0.00,0.95,0.00,0 + 0 part,5010181,5060433,5010181,5010181,5010181,5010181,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_14_S1824.fasta
46R_Month1_15_S1832,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5061609,5060884,5059224,5044160,5044160,5011063,5,5011063,5060884,5062596,50.60,50.60,5011063,5011063,5011063,5011063,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.966,1.000,0.00,1.42,0.00,0 + 0 part,5011063,5060884,5011063,5011063,5011063,5011063,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_15_S1832.fasta
46R_Month1_16_S184,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,66,33,26,21,18,12,5019773,5009978,4991095,4955759,4903759,4684189,37,1185431,5012798,5062596,50.57,50.60,747198,747198,268809,268809,3,3,6,6,0,0,0,0,0,0,0,0 + 0 part,0,99.016,1.000,0.00,0.10,0.00,0 + 0 part,1185431,5012798,747198,747198,268809,268809,3,3,6,6,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_16_S184.fasta
46R_Month1_17_S1848,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,63,31,24,19,17,11,5020361,5010335,4991545,4956209,4928755,4709248,35,1185431,5013155,5062596,50.57,50.60,747198,747198,358910,358910,3,3,6,6,0,0,0,0,0,0,0,0 + 0 part,0,99.023,1.000,0.00,0.06,0.00,0 + 0 part,1185431,5013155,747198,747198,358910,358910,3,3,6,6,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_17_S1848.fasta
46R_Month1_18_S1856,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,87,43,32,27,22,16,5016600,5004346,4973990,4939036,4855077,4649237,51,1185431,5009379,5062596,50.57,50.60,396279,396279,268809,268809,4,4,8,8,0,0,0,0,0,0,0,0 + 0 part,0,98.948,1.000,0.00,0.08,0.02,0 + 0 part,1185431,5009379,396279,396279,268809,268809,4,4,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_18_S1856.fasta
46R_Month1_19_S1864,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,71,40,29,24,19,13,5017965,5008688,4977983,4942500,4850060,4640004,44,1185431,5011630,5062596,50.57,50.60,396565,396565,268809,218954,4,4,7,8,0,0,0,1,0,0,0,0 + 0 part,0,98.987,1.000,0.00,0.10,0.00,0 + 0 part,1185431,5011334,396565,396565,268809,218954,4,4,7,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_19_S1864.fasta
46R_Month1_1_S1815,Bacteria,5449,104,58,0,67,37,0,0,0,100.0,23.28,100.0,19,24,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,169,168,52,14,3,1,5791939,5791712,5504285,5249548,5070306,5001140,168,5001140,5791712,5062596,50.66,50.60,5001140,5001140,5001140,5001140,1,1,1,1,61,56,5364036,13,0,0,0,0 + 0 part,0,99.848,1.146,0.00,18.60,7.14,0 + 0 part,4763701,5789076,4763701,4763701,4763701,4763701,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_1_S1815.fasta
46R_Month1_20_S1872,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,7,6,5,4,2,5251140,5251140,5246807,5238251,5214451,5128901,7,5010448,5251140,5062596,50.60,50.60,5010448,5010448,5010448,5010448,1,1,1,1,2,2,142253,9,0,0,0,0 + 0 part,0,99.907,1.038,0.00,4.49,0.47,0 + 0 part,5009044,5249700,5009044,5009044,5009044,5009044,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_20_S1872.fasta
46R_Month1_21_S188,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6,6,6,5,5,3,5106332,5106332,5106332,5097776,5097776,5030074,6,3334496,5106332,5062596,50.61,50.60,3334496,3334496,1498998,1498998,1,1,2,2,3,2,3531076,5,0,0,0,0 + 0 part,0,99.589,1.013,0.00,1.86,0.04,0 + 0 part,3205917,5105659,3205917,3205917,1498989,1498989,1,1,2,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_21_S188.fasta
46R_Month1_22_S1888,Bacteria,5449,104,58,0,101,3,0,0,0,100.0,3.45,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,12,12,10,8,8,6,5542233,5542233,5535724,5518770,5518770,5443202,12,5010839,5542233,5062596,50.59,50.60,5010839,5010839,5010839,5010839,1,1,1,1,3,3,199298,5,0,0,0,0 + 0 part,0,99.792,1.097,0.00,1.72,0.32,0 + 0 part,5010172,5541438,5010172,5010172,5010172,5010172,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_22_S1888.fasta
46R_Month1_23_S1896,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.91,0.00,0 + 0 part,5011504,5061756,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_23_S1896.fasta
46R_Month1_24_S1904,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,10,9,6,5,4,5254940,5254520,5252860,5229442,5213269,5173233,10,4810869,5254520,5062596,50.56,50.60,4810869,4810869,4810869,4810869,1,1,1,1,1,1,59744,7,0,0,0,0 + 0 part,0,99.942,1.039,0.00,1.72,0.26,0 + 0 part,4809865,5253133,4809865,4809865,4809865,4809865,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_24_S1904.fasta
46R_Month1_2_S182,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,10,9,8,7,4,5224791,5224371,5222711,5214155,5196025,5084474,10,2415528,5224371,5062596,50.59,50.60,2389625,2389625,2389625,2389625,2,2,2,2,4,4,343834,6,0,0,0,0 + 0 part,0,99.918,1.033,0.00,2.51,0.28,0 + 0 part,2414827,5223274,2389615,2389615,2389615,2389615,2,2,2,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_2_S182.fasta
46R_Month1_3_S1831,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.65,0.00,0 + 0 part,5011504,5061756,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_3_S1831.fasta
46R_Month1_4_S1839,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,0.16,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,72,37,29,23,18,13,5018241,5008449,4988372,4946681,4854410,4683202,42,1185431,5011700,5062596,50.57,50.60,396565,396565,268809,268809,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,98.993,1.000,0.00,0.16,0.02,0 + 0 part,1185431,5011700,396565,396565,268809,268809,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_4_S1839.fasta
46R_Month1_5_S1847,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.979,1.000,0.00,1.34,0.04,0 + 0 part,5011258,5061510,5011258,5011258,5011258,5011258,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_5_S1847.fasta
46R_Month1_6_S1855,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,6,5,3,3,2,5052277,5051697,5050037,5034509,5034509,4994473,6,4588541,5051697,5062596,50.59,50.60,4588541,4588541,4588541,4588541,1,1,1,1,2,2,4994473,4,0,0,0,0 + 0 part,0,99.773,1.000,0.00,1.78,0.00,0 + 0 part,2966602,5050849,2966602,2966602,1621091,1621091,1,1,2,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_6_S1855.fasta
46R_Month1_7_S186,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,12,8,7,5,5,4,5034956,5033202,5031542,5016296,5016296,4976260,9,3667569,5034094,5062596,50.60,50.60,3667569,3667569,748322,748322,1,1,2,2,2,2,4073501,5,0,0,0,0 + 0 part,0,99.418,1.000,0.00,1.23,0.02,0 + 0 part,2046180,5032904,1620215,1620215,748322,748322,2,2,3,3,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,46R_Month1_7_S186.fasta
