,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,ID,status,superkingdom,phylum,class,order,family,genus
28L_Day3_12_S95,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065149,5065149,5061976,5056462,5056462,5056462,3,5056462,5065149,5064668,50.57,50.57,5056462,5056462,5056462,5056462,1,1,1,1,2,1,5056462,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,6.17,0.20,4731 + 1 part,4694531,5064078,4694531,4694531,4694531,4694531,1,1,1,1,AZ20_assemblies/28L_Day3_12_S95.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_13_S8,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,7,6,5,4,2,5141201,5141201,5138028,5132514,5114373,5054677,7,4817611,5141201,5064668,50.52,50.57,4817611,4817611,4817611,4817611,1,1,1,1,3,2,4835752,9,0,0,0,0 + 1 part,1687,99.908,1.016,0.00,7.06,0.34,4720 + 5 part,3532023,5135975,3532023,3532023,1281790,1281790,1,1,2,2,AZ20_assemblies/28L_Day3_13_S8.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_14_S16,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065185,5065185,5062012,5056498,5056498,5056498,3,5056498,5065185,5064668,50.57,50.57,5056498,5056498,5056498,5056498,1,1,1,1,2,1,5056498,3,0,0,0,0 + 0 part,0,99.922,1.001,0.00,6.76,0.22,4729 + 2 part,4693388,5062935,4693388,4693388,4693388,4693388,1,1,1,1,AZ20_assemblies/28L_Day3_14_S16.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_15_S24,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065197,5065197,5062024,5056510,5056510,5056510,3,5056510,5065197,5064668,50.57,50.57,5056510,5056510,5056510,5056510,1,1,1,1,2,1,5056510,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,11.07,0.67,4731 + 1 part,4694578,5064126,4694578,4694578,4694578,4694578,1,1,1,1,AZ20_assemblies/28L_Day3_15_S24.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_17_S4,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,4,3,2,2,1,5090308,5090308,5087135,5081621,5081621,5056613,4,5056613,5090308,5064668,50.54,50.57,5056613,5056613,5056613,5056613,1,1,1,1,3,2,5081621,2,0,0,0,0 + 0 part,0,99.92,1.006,0.00,5.89,0.32,4729 + 3 part,4694381,5088936,4694381,4694381,4694381,4694381,1,1,1,1,AZ20_assemblies/28L_Day3_17_S4.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_18_S48,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065143,5065143,5061970,5056456,5056456,5056456,3,5056456,5065143,5064668,50.57,50.57,5056456,5056456,5056456,5056456,1,1,1,1,2,1,5056456,1,0,0,0,0 + 0 part,0,99.92,1.001,0.00,3.62,0.28,4730 + 2 part,4694360,5063907,4694360,4694360,4694360,4694360,1,1,1,1,AZ20_assemblies/28L_Day3_18_S48.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_19_S56,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065144,5065144,5061971,5056457,5056457,5056457,3,5056457,5065144,5064668,50.57,50.57,5056457,5056457,5056457,5056457,1,1,1,1,2,1,5056457,1,0,0,0,0 + 0 part,0,99.92,1.001,0.00,2.19,0.30,4730 + 2 part,4694361,5063908,4694361,4694361,4694361,4694361,1,1,1,1,AZ20_assemblies/28L_Day3_19_S56.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_1_S7,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065172,5065172,5061999,5056485,5056485,5056485,3,5056485,5065172,5064668,50.57,50.57,5056485,5056485,5056485,5056485,1,1,1,1,2,1,5056485,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,5.18,0.26,4730 + 2 part,4694377,5063924,4694377,4694377,4694377,4694377,1,1,1,1,AZ20_assemblies/28L_Day3_1_S7.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_20_S64,Bacteria,5449,104,58,0,97,7,0,0,0,100.0,10.34,85.71,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,18,18,14,12,7,3,5395943,5395943,5381942,5366879,5290188,5158918,18,4998967,5395943,5064668,50.55,50.57,4998967,4998967,4998967,4998967,1,1,1,1,3,2,5108795,11,0,0,0,0 + 1 part,1451,99.874,1.066,0.00,11.82,0.93,4722 + 5 part,4684695,5391510,4684695,4684695,4684695,4684695,1,1,1,1,AZ20_assemblies/28L_Day3_20_S64.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_21_S72,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065173,5065173,5062000,5056486,5056486,5056486,3,5056486,5065173,5064668,50.57,50.57,5056486,5056486,5056486,5056486,1,1,1,1,2,1,5056486,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.79,0.28,4729 + 3 part,4694378,5063925,4694378,4694378,4694378,4694378,1,1,1,1,AZ20_assemblies/28L_Day3_21_S72.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_24_S96,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065155,5065155,5061982,5056468,5056468,5056468,3,5056468,5065155,5064668,50.57,50.57,5056468,5056468,5056468,5056468,1,1,1,1,2,1,5056468,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,5.16,0.26,4731 + 1 part,4694537,5064084,4694537,4694537,4694537,4694537,1,1,1,1,AZ20_assemblies/28L_Day3_24_S96.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_2_S15,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065327,5065327,5062154,5056640,5056640,5056640,3,5056640,5065327,5064668,50.57,50.57,5056640,5056640,5056640,5056640,1,1,1,1,2,1,5056640,2,0,0,0,0 + 0 part,0,99.921,1.001,0.00,4.47,0.10,4729 + 3 part,4694396,5063943,4694396,4694396,4694396,4694396,1,1,1,1,AZ20_assemblies/28L_Day3_2_S15.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_3_S2,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5064151,5064151,5060978,5055464,5055464,5055464,3,5055464,5064151,5064668,50.57,50.57,5055464,5055464,5055464,5055464,1,1,1,1,3,1,5055464,1,0,0,0,0 + 0 part,0,99.9,1.001,0.00,5.00,0.18,4729 + 3 part,2656584,5062881,2656584,2656584,2036750,2036750,1,1,2,2,AZ20_assemblies/28L_Day3_3_S2.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_5_S39,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065362,5065362,5062189,5056675,5056675,5056675,3,5056675,5065362,5064668,50.57,50.57,5056675,5056675,5056675,5056675,1,1,1,1,2,1,5056675,2,0,0,0,0 + 0 part,0,99.921,1.001,0.00,4.96,0.06,4729 + 3 part,3637831,5063949,3637831,3637831,1414156,1414156,1,1,2,2,AZ20_assemblies/28L_Day3_5_S39.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_6_S47,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,4,3,2,2,2,5171814,5171814,5168641,5163127,5163127,5163127,4,5056473,5171814,5064668,50.60,50.57,5056473,5056473,5056473,5056473,1,1,1,1,2,1,5056473,0,0,0,0,0 + 0 part,0,99.924,1.022,0.00,4.58,0.20,4731 + 1 part,4694542,5170715,4694542,4694542,4694542,4694542,1,1,1,1,AZ20_assemblies/28L_Day3_6_S47.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_7_S55,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065161,5065161,5061988,5056474,5056474,5056474,3,5056474,5065161,5064668,50.57,50.57,5056474,5056474,5056474,5056474,1,1,1,1,2,1,5056474,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,8.22,0.51,4731 + 1 part,4694543,5064090,4694543,4694543,4694543,4694543,1,1,1,1,AZ20_assemblies/28L_Day3_7_S55.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_8_S6,Bacteria,5449,104,58,0,101,3,0,0,0,100.0,5.17,100.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,15,15,13,11,9,6,5719223,5719223,5711716,5697982,5670056,5554826,15,5054931,5719223,5064668,50.47,50.57,5054931,5054931,5054931,5054931,1,1,1,1,4,4,264935,7,0,0,0,0 + 0 part,0,99.969,1.130,0.00,6.68,0.45,4729 + 3 part,5054378,5718380,5054378,5054378,5054378,5054378,1,1,1,1,AZ20_assemblies/28L_Day3_8_S6.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day3_9_S71,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065150,5065150,5061977,5056463,5056463,5056463,3,5056463,5065150,5064668,50.57,50.57,5056463,5056463,5056463,5056463,1,1,1,1,2,1,5056463,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,4.98,0.32,4731 + 1 part,4694532,5064079,4694532,4694532,4694532,4694532,1,1,1,1,AZ20_assemblies/28L_Day3_9_S71.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Day7_13_S119,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,5.67,0.28,4731 + 1 part,4694537,5064085,4694537,4694537,4694537,4694537,1,1,1,1,AZ20_assemblies/28L_Day7_13_S119.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_13_S2,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,5,4,3,3,2,5174259,5173067,5169894,5164380,5164380,5124928,6,5018267,5173786,5064668,50.60,50.57,5018267,5018267,5018267,5018267,1,1,1,1,6,1,5018267,0,0,0,0,0 + 0 part,0,99.899,1.023,0.00,5.55,0.43,4727 + 3 part,3230657,5173750,3230657,3230657,1466609,1466609,1,1,2,2,AZ20_assemblies/28L_Month10_13_S2.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_14_S208,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,16,14,13,10,7,6,5296568,5296307,5293134,5275379,5226158,5193310,14,3894200,5296307,5064668,50.54,50.57,3894200,3894200,657679,3894200,1,1,2,1,6,3,59963,7,0,0,0,0 + 1 part,1264,99.754,1.048,0.00,7.86,0.49,4718 + 6 part,3892402,5293804,3892402,3892402,657354,3892402,1,1,2,1,AZ20_assemblies/28L_Month10_14_S208.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_15_S216,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,4,3,2,2,1,5067669,5066419,5063246,5057732,5057732,5018280,5,5018280,5067147,5064668,50.57,50.57,5018280,5018280,5018280,5018280,1,1,1,1,6,1,5018280,1,0,0,0,0 + 0 part,0,99.896,1.002,0.00,3.36,0.32,4726 + 4 part,3230492,5065899,3230492,3230492,1466610,1466610,1,1,2,2,AZ20_assemblies/28L_Month10_15_S216.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_16_S224,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,17,16,15,12,9,6,5588973,5588791,5585618,5563276,5508450,5409360,16,2710775,5588791,5064668,50.53,50.57,2035838,2710775,2035838,2035838,2,1,2,2,12,10,3335636,9,0,0,0,0 + 1 part,1263,99.867,1.105,0.00,5.08,0.49,4720 + 8 part,2652831,5582551,2035268,2652831,2035268,2035268,2,1,2,2,AZ20_assemblies/28L_Month10_16_S224.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_17_S232,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5068916,5068916,5065743,5060229,5060229,5060229,3,5060229,5068916,5064668,50.57,50.57,5060229,5060229,5060229,5060229,1,1,1,1,8,1,5060229,0,0,0,0,0 + 0 part,0,99.924,1.002,0.00,5.41,0.26,4729 + 3 part,2873072,5067845,2873072,2873072,1507321,1507321,1,1,2,2,AZ20_assemblies/28L_Month10_17_S232.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_18_S24,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5068916,5068916,5065743,5060229,5060229,5060229,3,5060229,5068916,5064668,50.57,50.57,5060229,5060229,5060229,5060229,1,1,1,1,8,1,5060229,0,0,0,0,0 + 0 part,0,99.924,1.002,0.00,5.20,0.24,4729 + 3 part,2873072,5067845,2873072,2873072,1507320,1507320,1,1,2,2,AZ20_assemblies/28L_Month10_18_S24.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_19_S248,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,5,4,3,3,2,5174239,5173047,5169874,5164360,5164360,5124908,6,5018271,5173775,5064668,50.60,50.57,5018271,5018271,5018271,5018271,1,1,1,1,6,1,5018271,0,0,0,0,0 + 0 part,0,99.899,1.023,0.00,6.48,0.32,4727 + 3 part,3230657,5173773,3230657,3230657,1466613,1466613,1,1,2,2,AZ20_assemblies/28L_Month10_19_S248.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_20_S256,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5068806,5068806,5065633,5060119,5060119,5060119,3,5060119,5068806,5064668,50.57,50.57,5060119,5060119,5060119,5060119,1,1,1,1,8,1,5060119,1,0,0,0,0 + 0 part,0,99.922,1.002,0.00,5.71,0.28,4728 + 3 part,2873074,5067545,2873074,2873074,1507320,1507320,1,1,2,2,AZ20_assemblies/28L_Month10_20_S256.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_21_S264,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,4,3,2,2,1,5067668,5066418,5063245,5057731,5057731,5018279,5,5018279,5067146,5064668,50.57,50.57,5018279,5018279,5018279,5018279,1,1,1,1,6,1,5018279,0,0,0,0,0 + 0 part,0,99.899,1.001,0.00,3.78,0.45,4727 + 3 part,3230658,5066075,3230658,3230658,1466618,1466618,1,1,2,2,AZ20_assemblies/28L_Month10_21_S264.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_22_S272,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,6,5,4,3,2,5065244,5064052,5060879,5055365,5037070,4997618,7,3531001,5064771,5064668,50.57,50.57,3531001,3531001,1466617,1466617,1,1,2,2,2,1,3531001,2,0,0,0,0 + 0 part,0,99.899,1.001,0.00,6.52,0.24,4726 + 4 part,3230496,5063401,3230496,3230496,1466617,1466617,1,1,2,2,AZ20_assemblies/28L_Month10_22_S272.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_23_S28,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,11,9,6,3,2,5236956,5236956,5230130,5212851,5157874,5131968,11,5054320,5236956,5064668,50.55,50.57,5054320,5054320,5054320,5054320,1,1,1,1,5,4,5118805,12,0,0,0,0 + 1 part,1451,99.872,1.035,0.00,5.81,0.77,4720 + 4 part,4571159,5234224,4571159,4571159,4571159,4571159,1,1,1,1,AZ20_assemblies/28L_Month10_23_S28.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_24_S288,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,13,9,5,4,4,3,5069023,5067540,5057961,5052447,5052447,5012995,10,3423820,5068259,5064668,50.57,50.57,3423820,3423820,1338404,1338404,1,1,2,2,6,1,3423820,3,0,0,0,0 + 0 part,0,99.792,1.003,0.00,7.78,0.34,4721 + 5 part,1636189,5065997,1466617,1466617,1337226,1337226,2,2,3,3,AZ20_assemblies/28L_Month10_24_S288.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_2_S207,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,4,3,2,1,1,5086121,5084997,5081824,5076310,5057947,5057947,4,5057947,5084997,5064668,50.57,50.57,5057947,5057947,5057947,5057947,1,1,1,1,5,1,5057947,2,0,0,0,0 + 0 part,0,99.912,1.005,0.00,9.53,0.53,4730 + 2 part,2872490,5083853,2872490,2872490,1821477,1821477,1,1,2,2,AZ20_assemblies/28L_Month10_2_S207.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_3_S215,Bacteria,5449,104,58,0,96,8,0,0,0,100.0,13.79,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,37,37,30,21,12,9,5935669,5935669,5914563,5848916,5709394,5621577,37,5054765,5935669,5064668,50.54,50.57,5054765,5054765,5054765,5054765,1,1,1,1,6,6,153309,9,0,0,0,0 + 0 part,0,99.97,1.172,0.00,10.15,1.62,4729 + 2 part,5051162,5931315,5051162,5051162,5051162,5051162,1,1,1,1,AZ20_assemblies/28L_Month10_3_S215.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_4_S22,Bacteria,5449,104,58,0,99,5,0,0,0,100.0,6.9,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,46,46,38,21,4,1,5559142,5559142,5534244,5421135,5162488,5053791,46,5053791,5559142,5064668,50.53,50.57,5053791,5053791,5053791,5053791,1,1,1,1,5,5,104841,9,0,0,0,0 + 0 part,0,99.785,1.100,0.00,7.74,1.66,4720 + 1 part,5052350,5556804,5052350,5052350,5052350,5052350,1,1,1,1,AZ20_assemblies/28L_Month10_4_S22.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_5_S231,Bacteria,5449,104,58,0,86,18,0,0,0,100.0,8.62,100.0,30,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,14,11,10,7,6,5,5250924,5249492,5246319,5227382,5209087,5183181,12,3438753,5250417,5064668,50.59,50.57,3438753,3438753,843778,843778,1,1,2,2,2,2,257577,6,0,0,0,0 + 0 part,0,99.909,1.038,0.00,4.31,0.36,4726 + 5 part,3437638,5249048,3437638,3437638,843590,843590,1,1,2,2,AZ20_assemblies/28L_Month10_5_S231.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_6_S239,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,8,7,5,5,4,5342129,5342129,5338956,5326216,5326216,5300248,8,4891851,5342129,5064668,50.57,50.57,4891851,4891851,4891851,4891851,1,1,1,1,5,5,5171623,7,0,0,0,0 + 0 part,0,99.915,1.056,0.00,4.98,0.26,4728 + 5 part,4836794,5339087,4836794,4836794,4836794,4836794,1,1,1,1,AZ20_assemblies/28L_Month10_6_S239.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28L_Month10_7_S247,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,17,15,10,7,4,3,5131178,5130921,5115789,5098573,5053125,5027161,15,2379120,5130921,5064668,50.54,50.57,2058719,2058719,2058719,2058719,2,2,2,2,2,2,45448,9,0,0,0,0 + 1 part,1499,99.683,1.016,0.00,7.90,0.61,4712 + 6 part,2377027,5128430,2058719,2058719,2058719,2058719,2,2,2,2,AZ20_assemblies/28L_Month10_7_S247.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
